"gr_id","flag_id","fleet_id","yy","mm","mondate","dup_pac","ocean_id","vessel","alb_c","bet_c","skj_c","yft_c","pbf_c","oth_c","bum_c","blm_c","mls_c","swo_c","sfa_c","fal_c","ocs_c","mak_c","bsh_c","thr_c","por_c","ham_c","rhn_c","skj_lo","yft_lo","bet_lo","skj_hi","yft_hi","bet_hi","skj_un","yft_un","bet_un"
"L","US","HW",1972,1,1972-01-01,TRUE,"NP",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1973,1,1973-01-01,TRUE,"NP",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1974,1,1974-01-01,TRUE,"NP",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1975,1,1975-01-01,TRUE,"NP",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1976,1,1976-01-01,TRUE,"NP",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1977,1,1977-01-01,TRUE,"NP",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1978,1,1978-01-01,TRUE,"NP",0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1980,1,1980-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1981,1,1981-01-01,TRUE,"NP",0,25,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1982,1,1982-01-01,TRUE,"NP",0,94,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1983,1,1983-01-01,TRUE,"NP",0,6,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1984,1,1984-01-01,TRUE,"NP",0,2,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1985,1,1985-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1986,1,1986-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1987,1,1987-01-01,TRUE,"NP",0,136,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1988,1,1988-01-01,TRUE,"NP",0,318,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1989,1,1989-01-01,TRUE,"NP",0,272,0,0,0,0,0,0,0,591,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1990,1,1990-01-01,TRUE,"NP",0,182,0,0,0,0,0,0,0,500,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1991,1,1991-01-01,TRUE,"NP",0,313,0,0,0,0,0,0,0,524,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1992,1,1992-01-01,TRUE,"NP",0,332,0,0,0,0,0,0,0,545,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1993,1,1993-01-01,TRUE,"NP",0,441,0,0,0,0,0,0,0,632,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1994,1,1994-01-01,TRUE,"NP",0,547,0,0,0,0,0,0,0,384,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1995,1,1995-01-01,TRUE,"NP",0,888,0,0,0,0,0,0,0,727,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1996,1,1996-01-01,TRUE,"NP",0,1188,0,0,0,0,0,0,0,524,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1997,1,1997-01-01,TRUE,"NP",0,1645,0,0,0,0,0,0,0,352,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1998,1,1998-01-01,TRUE,"NP",0,1122,0,0,0,0,0,0,0,379,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1999,1,1999-01-01,TRUE,"NP",0,1541,0,0,0,0,0,0,0,364,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2000,1,2000-01-01,TRUE,"NP",0,941,0,0,0,0,0,0,0,200,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2001,1,2001-01-01,TRUE,"NP",0,1293,0,0,0,0,0,0,0,356,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2002,1,2002-01-01,TRUE,"NP",0,525,0,0,0,0,0,0,0,228,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2003,1,2003-01-01,TRUE,"NP",0,524,0,0,0,0,0,0,0,547,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2004,1,2004-01-01,TRUE,"NP",0,356,0,0,0,0,0,0,0,380,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2005,1,2005-01-01,TRUE,"NP",0,296,0,0,0,1,0,0,0,511,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2006,1,2006-01-01,TRUE,"NP",0,270,0,0,0,1,0,0,0,611,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2007,1,2007-01-01,TRUE,"NP",0,245,0,0,0,0,0,0,0,276,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2008,1,2008-01-01,TRUE,"NP",0,353,0,0,0,0,0,0,0,426,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2009,1,2009-01-01,TRUE,"NP",0,201,0,0,0,1,0,0,0,256,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2009,1,2009-01-01,TRUE,"NP",0,138,0,0,0,0,0,0,0,43,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2009,1,2009-01-01,TRUE,"SP",0,4205,0,0,0,7,0,0,0,461,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2009,1,2009-01-01,TRUE,"NP",0,1645,0,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2009,1,2009-01-01,TRUE,"SP",0,1682,0,0,0,0,0,0,0,98,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2010,1,2010-01-01,TRUE,"NP",0,24,0,0,0,103,0,0,0,899,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2010,1,2010-01-01,TRUE,"NP",0,6527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2010,1,2010-01-01,TRUE,"NP",0,12634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2010,1,2010-01-01,TRUE,"NP",0,19426,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2010,1,2010-01-01,TRUE,"NP",0,303,0,0,0,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2010,1,2010-01-01,TRUE,"SP",0,16926,0,0,0,0,0,0,0,117,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2010,1,2010-01-01,TRUE,"NP",0,3955,0,0,0,5,0,0,0,187,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2010,1,2010-01-01,TRUE,"NP",0,161,0,0,0,1,0,0,0,59,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2010,1,2010-01-01,TRUE,"NP",0,2281,0,0,0,0,0,0,0,53,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2010,1,2010-01-01,TRUE,"SP",0,12117,0,0,0,0,0,0,0,191,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2010,1,2010-01-01,TRUE,"NP",0,373,0,0,0,0,0,0,0,152,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2010,1,2010-01-01,TRUE,"SP",0,12145,0,0,0,0,0,0,0,101,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2010,1,2010-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,1,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2010,1,2010-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2010,1,2010-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2010,1,2010-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2010,1,2010-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2010,1,2010-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2010,1,2010-01-01,TRUE,"NP",0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2010,1,2010-01-01,TRUE,"NP",0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2010,1,2010-01-01,TRUE,"NP",0,2811,0,0,0,0,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2008,1,2008-01-01,TRUE,"NP",0,188,0,0,0,0,0,0,0,124,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2010,1,2010-01-01,TRUE,"NP",0,910,0,0,0,0,0,0,0,256,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2010,1,2010-01-01,TRUE,"SP",0,4252,0,0,0,6,0,0,0,567,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2010,1,2010-01-01,TRUE,"SP",0,2069,0,0,0,5,0,0,0,93,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2009,1,2009-01-01,TRUE,"SP",0,5384,0,0,0,0,0,0,0,275,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2010,1,2010-01-01,TRUE,"SP",0,7384,0,0,0,0,0,0,0,291,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2010,1,2010-01-01,TRUE,"SP",0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2011,1,2011-01-01,TRUE,"NP",0,12,0,0,0,0,0,0,0,333,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2011,1,2011-01-01,TRUE,"NP",0,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2011,1,2011-01-01,TRUE,"NP",0,11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2011,1,2011-01-01,TRUE,"NP",0,26647,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2011,1,2011-01-01,TRUE,"NP",0,462,0,0,0,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2011,1,2011-01-01,TRUE,"SP",0,10161,0,0,0,0,0,0,0,217,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2011,1,2011-01-01,TRUE,"NP",0,4858,0,0,0,9,0,0,0,319,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2011,1,2011-01-01,TRUE,"NP",0,79,0,0,0,1,0,0,0,62,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2011,1,2011-01-01,TRUE,"SP",0,6529,0,0,0,0,0,0,0,640,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2011,1,2011-01-01,TRUE,"SP",0,9772,0,0,0,0,0,0,0,149,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2011,1,2011-01-01,TRUE,"NP",0,708,0,0,0,0,0,0,0,362,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2011,1,2011-01-01,TRUE,"SP",0,6102,0,0,0,1,0,0,0,95,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2011,1,2011-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,1,9910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2011,1,2011-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2011,1,2011-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2011,1,2011-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2011,1,2011-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2011,1,2011-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2011,1,2011-01-01,TRUE,"NP",0,5,0,0,0,19,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2011,1,2011-01-01,TRUE,"NP",0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2007,1,2007-01-01,TRUE,"NP",0,328,0,0,0,0,0,0,0,79,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2006,1,2006-01-01,TRUE,"NP",0,2080,0,0,0,0,0,0,0,105,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2005,1,2005-01-01,TRUE,"NP",0,304,0,0,0,0,0,0,0,85,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2004,1,2004-01-01,TRUE,"NP",0,928,0,0,0,0,0,0,0,219,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2003,1,2003-01-01,TRUE,"NP",0,581,0,0,0,0,0,0,0,462,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2002,1,2002-01-01,TRUE,"NP",0,627,0,0,0,0,0,0,0,173,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2001,1,2001-01-01,TRUE,"NP",0,1810,0,0,0,0,0,0,0,90,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2000,1,2000-01-01,TRUE,"NP",0,1869,0,0,0,1,0,0,0,75,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2011,1,2011-01-01,TRUE,"NP",0,1836,0,0,0,0,0,0,0,364,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2011,1,2011-01-01,TRUE,"NP",0,2972,0,0,0,0,0,0,0,74,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2011,1,2011-01-01,TRUE,"SP",0,5355,0,0,0,11,0,0,0,764,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2011,1,2011-01-01,TRUE,"SP",0,886,0,0,0,0,0,0,0,85,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2011,1,2011-01-01,TRUE,"SP",0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2011,1,2011-01-01,TRUE,"NP",0,3600,0,0,0,0,0,0,0,29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2012,1,2012-01-01,TRUE,"NP",0,26,0,0,0,0,0,0,0,597,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2012,1,2012-01-01,TRUE,"NP",0,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2012,1,2012-01-01,TRUE,"NP",0,14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2012,1,2012-01-01,TRUE,"NP",0,33665,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2012,1,2012-01-01,TRUE,"NP",0,4121,0,0,0,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2012,1,2012-01-01,TRUE,"SP",0,27746,0,0,0,0,0,0,0,440,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2012,1,2012-01-01,TRUE,"NP",0,5160,0,0,0,6,0,0,0,326,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2012,1,2012-01-01,TRUE,"NP",0,202,0,0,0,1,0,0,0,77,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2012,1,2012-01-01,TRUE,"SP",0,6378,0,0,0,0,0,0,0,285,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2012,1,2012-01-01,TRUE,"NP",0,660,0,0,0,0,0,0,0,282,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2012,1,2012-01-01,TRUE,"SP",0,10240,0,0,0,0,0,0,0,116,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2012,1,2012-01-01,TRUE,"SP",0,20,0,0,0,0,0,0,0,139,11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2012,1,2012-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2012,1,2012-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2012,1,2012-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2012,1,2012-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2012,1,2012-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2012,1,2012-01-01,TRUE,"NP",0,8,0,0,0,4,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2012,1,2012-01-01,TRUE,"NP",0,345,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2012,1,2012-01-01,TRUE,"SP",0,4583,0,0,0,8,0,0,0,759,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2011,1,2011-01-01,TRUE,"SP",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2012,1,2012-01-01,TRUE,"SP",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2012,1,2012-01-01,TRUE,"SP",0,9742,0,0,0,0,0,0,0,113,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2012,1,2012-01-01,TRUE,"NP",0,2055,0,0,0,0,0,0,0,91,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2012,1,2012-01-01,TRUE,"SP",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2012,1,2012-01-01,TRUE,"NP",0,2843,0,0,0,0,0,0,0,39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2012,1,2012-01-01,TRUE,"NP",0,6092,0,0,0,0,0,0,0,786,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2012,1,2012-01-01,TRUE,"SP",0,1532,0,0,0,1,0,0,0,53,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2013,1,2013-01-01,TRUE,"NP",0,14,0,0,0,0,0,0,0,336,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2013,1,2013-01-01,TRUE,"NP",0,5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2013,1,2013-01-01,TRUE,"NP",0,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2013,1,2013-01-01,TRUE,"NP",0,33515,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2013,1,2013-01-01,TRUE,"NP",0,1985,0,0,0,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2013,1,2013-01-01,TRUE,"SP",0,28722,0,0,0,0,0,0,0,480,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2013,1,2013-01-01,TRUE,"NP",0,4729,0,0,0,7,0,0,0,358,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2013,1,2013-01-01,TRUE,"NP",0,187,0,0,0,0,0,0,0,65,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2013,1,2013-01-01,TRUE,"SP",0,5832,0,0,0,0,0,0,0,205,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2013,1,2013-01-01,TRUE,"SP",0,11965,0,0,0,0,0,0,0,68,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",2013,1,2013-01-01,TRUE,"NP",0,317,0,0,0,1,0,0,0,398,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2013,1,2013-01-01,TRUE,"SP",0,10725,0,0,0,0,0,0,0,106,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2013,1,2013-01-01,TRUE,"SP",0,12,0,0,0,0,0,0,0,96,10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2013,1,2013-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2013,1,2013-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2013,1,2013-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2013,1,2013-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2013,1,2013-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2013,1,2013-01-01,TRUE,"NP",0,5,0,0,0,7,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2013,1,2013-01-01,TRUE,"NP",0,887,0,0,0,812,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2013,1,2013-01-01,TRUE,"NP",0,3836,0,0,0,0,0,0,0,87,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2013,1,2013-01-01,TRUE,"SP",0,1230,0,0,0,1,0,0,0,99,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2013,1,2013-01-01,TRUE,"NP",0,3898,0,0,0,0,0,0,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2013,1,2013-01-01,TRUE,"SP",0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2013,1,2013-01-01,TRUE,"NP",0,3255,0,0,0,0,0,0,0,480,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
