"gr_id","flag_id","fleet_id","yy","mm","mondate","dup_pac","ocean_id","vessel","alb_c","bet_c","skj_c","yft_c","pbf_c","oth_c","bum_c","blm_c","mls_c","swo_c","sfa_c","fal_c","ocs_c","mak_c","bsh_c","thr_c","por_c","ham_c","rhn_c","skj_lo","yft_lo","bet_lo","skj_hi","yft_hi","bet_hi","skj_un","yft_un","bet_un"
"O","ID","  ",1986,1,1986-01-01,TRUE,"WP",0,0,2055,10712,18373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1987,1,1987-01-01,TRUE,"WP",0,0,2300,12491,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1988,1,1988-01-01,TRUE,"WP",0,0,2718,14595,24507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1989,1,1989-01-01,TRUE,"WP",0,0,3098,14670,27792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1990,1,1990-01-01,TRUE,"WP",0,0,2195,30415,19649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1991,1,1991-01-01,TRUE,"WP",0,0,2245,31106,20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1992,1,1992-01-01,TRUE,"WP",0,0,2581,35762,23104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1993,1,1993-01-01,TRUE,"WP",0,0,2364,32762,21166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1994,1,1994-01-01,TRUE,"WP",0,0,2622,36339,23477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1995,1,1995-01-01,TRUE,"WP",0,0,2795,38724,25018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1996,1,1996-01-01,TRUE,"WP",0,0,4337,60099,38827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1997,1,1997-01-01,TRUE,"WP",0,0,3227,44718,28890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1998,1,1998-01-01,TRUE,"WP",0,0,4261,59041,38143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1999,1,1999-01-01,TRUE,"WP",0,0,4044,56033,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2000,1,2000-01-01,TRUE,"WP",0,0,4302,59619,38517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2001,1,2001-01-01,TRUE,"WP",0,0,3959,54861,35443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2002,1,2002-01-01,TRUE,"WP",0,0,3805,52730,34066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2003,1,2003-01-01,TRUE,"WP",0,0,3882,53788,34750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2004,1,2004-01-01,TRUE,"WP",0,0,5111,70819,45752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2005,1,2005-01-01,TRUE,"WP",0,0,196,61680,3914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2006,1,2006-01-01,TRUE,"WP",0,0,244,74038,4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2007,1,2007-01-01,TRUE,"WP",0,0,371,86808,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2008,1,2008-01-01,TRUE,"WP",0,0,337,93881,6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2009,1,2009-01-01,TRUE,"WP",0,0,547,89210,19703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2010,1,2010-01-01,TRUE,"WP",0,0,490,79842,17634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2011,1,2011-01-01,TRUE,"WP",0,0,2688,95446,36296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2012,1,2012-01-01,TRUE,"WP",0,0,8565,109732,55227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2013,1,2013-01-01,TRUE,"WP",0,0,8114,96706,49988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2014,1,2014-01-01,TRUE,"WP",0,0,9101,122232,26860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2015,1,2015-01-01,TRUE,"WP",0,0,6177,92387,29787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2016,1,2016-01-01,TRUE,"WP",0,0,12678,104592,48314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2017,1,2017-01-01,TRUE,"WP",0,0,3112,82023,11125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2018,1,2018-01-01,TRUE,"WP",0,161,8034,95363,50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2019,1,2019-01-01,TRUE,"WP",0,9,7470,94851,63552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2020,1,2020-01-01,TRUE,"WP",0,129,11561,70137,56371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2021,1,2021-01-01,TRUE,"WP",0,2,8902,69045,48286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",2022,1,2022-01-01,TRUE,"WP",0,2,8902,69045,48286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1950,1,1950-01-01,TRUE,"WP",0,0,0,2782,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1951,1,1951-01-01,TRUE,"WP",0,0,0,2927,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1952,1,1952-01-01,TRUE,"WP",0,0,0,3080,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1953,1,1953-01-01,TRUE,"WP",0,0,0,3241,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1954,1,1954-01-01,TRUE,"WP",0,0,0,3411,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1955,1,1955-01-01,TRUE,"WP",0,0,0,3590,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1956,1,1956-01-01,TRUE,"WP",0,0,0,3779,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1957,1,1957-01-01,TRUE,"WP",0,0,0,3978,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1958,1,1958-01-01,TRUE,"WP",0,0,0,4187,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1959,1,1959-01-01,TRUE,"WP",0,0,0,4408,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1960,1,1960-01-01,TRUE,"WP",0,0,0,4640,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1961,1,1961-01-01,TRUE,"WP",0,0,0,4884,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1962,1,1962-01-01,TRUE,"WP",0,0,0,5142,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1963,1,1963-01-01,TRUE,"WP",0,0,0,5413,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1964,1,1964-01-01,TRUE,"WP",0,0,0,5699,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1965,1,1965-01-01,TRUE,"WP",0,0,0,6000,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1966,1,1966-01-01,TRUE,"WP",0,0,0,6317,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1967,1,1967-01-01,TRUE,"WP",0,0,0,6651,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1968,1,1968-01-01,TRUE,"WP",0,0,0,7003,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1969,1,1969-01-01,TRUE,"WP",0,0,0,7374,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1970,1,1970-01-01,TRUE,"WP",0,0,400,7765,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1971,1,1971-01-01,TRUE,"WP",0,0,448,8309,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1972,1,1972-01-01,TRUE,"WP",0,0,466,9123,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1973,1,1973-01-01,TRUE,"WP",0,0,557,10250,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1974,1,1974-01-01,TRUE,"WP",0,0,647,11436,5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1975,1,1975-01-01,TRUE,"WP",0,0,660,12290,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1976,1,1976-01-01,TRUE,"WP",0,0,557,10693,5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1977,1,1977-01-01,TRUE,"WP",0,0,789,18478,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1978,1,1978-01-01,TRUE,"WP",0,0,683,19303,6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1979,1,1979-01-01,TRUE,"WP",0,0,404,4946,3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1980,1,1980-01-01,TRUE,"WP",0,0,345,4889,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1981,1,1981-01-01,TRUE,"WP",0,0,413,4862,3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1982,1,1982-01-01,TRUE,"WP",0,0,262,11842,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1983,1,1983-01-01,TRUE,"WP",0,0,538,6751,4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1984,1,1984-01-01,TRUE,"WP",0,0,365,2072,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1985,1,1985-01-01,TRUE,"WP",0,0,538,6712,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1986,1,1986-01-01,TRUE,"WP",0,0,332,5370,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1987,1,1987-01-01,TRUE,"WP",0,0,354,6105,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1988,1,1988-01-01,TRUE,"WP",0,0,352,4631,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1989,1,1989-01-01,TRUE,"WP",0,0,383,5352,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1990,1,1990-01-01,TRUE,"WP",0,0,929,16533,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1991,1,1991-01-01,TRUE,"WP",0,0,1096,15449,9860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1992,1,1992-01-01,TRUE,"WP",0,0,481,12870,4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1993,1,1993-01-01,TRUE,"WP",0,0,472,5480,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1994,1,1994-01-01,TRUE,"WP",0,0,539,4056,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1995,1,1995-01-01,TRUE,"WP",0,0,280,1958,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1996,1,1996-01-01,TRUE,"WP",0,0,282,1956,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1997,1,1997-01-01,TRUE,"WP",0,0,117,597,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1998,1,1998-01-01,TRUE,"WP",0,0,116,620,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1999,1,1999-01-01,TRUE,"WP",0,0,124,548,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2000,1,2000-01-01,TRUE,"WP",0,0,125,575,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2001,1,2001-01-01,TRUE,"WP",0,0,117,538,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2002,1,2002-01-01,TRUE,"WP",0,0,140,538,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2003,1,2003-01-01,TRUE,"WP",0,0,190,668,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2004,1,2004-01-01,TRUE,"WP",0,0,174,704,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2005,1,2005-01-01,TRUE,"WP",0,0,167,836,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2006,1,2006-01-01,TRUE,"WP",0,0,184,922,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2007,1,2007-01-01,TRUE,"WP",0,0,213,1064,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2008,1,2008-01-01,TRUE,"WP",0,0,15,1355,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2009,1,2009-01-01,TRUE,"WP",0,0,15,1355,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2010,1,2010-01-01,TRUE,"WP",0,0,365,2167,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2011,1,2011-01-01,TRUE,"WP",0,0,1,1149,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2012,1,2012-01-01,TRUE,"WP",0,0,43,3078,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2013,1,2013-01-01,TRUE,"WP",0,0,216,2910,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2014,1,2014-01-01,TRUE,"WP",0,0,155,6197,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2015,1,2015-01-01,TRUE,"WP",0,0,220,11797,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2016,1,2016-01-01,TRUE,"WP",0,0,124,6420,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2017,1,2017-01-01,TRUE,"WP",0,90,335,4878,4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2018,1,2018-01-01,TRUE,"WP",0,23,201,4111,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2019,1,2019-01-01,TRUE,"WP",0,27,57,4230,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2020,1,2020-01-01,TRUE,"WP",0,20,137,6724,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2021,1,2021-01-01,TRUE,"WP",0,27,123,5499,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",2022,1,2022-01-01,TRUE,"WP",0,68,218,6825,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NR","  ",2000,1,2000-01-01,TRUE,"WP",0,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NR","  ",2001,1,2001-01-01,TRUE,"WP",0,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NR","  ",2002,1,2002-01-01,TRUE,"WP",0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NR","  ",2003,1,2003-01-01,TRUE,"WP",0,2,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NR","  ",2004,1,2004-01-01,TRUE,"WP",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",1992,1,1992-01-01,TRUE,"WP",0,0,90,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",1993,1,1993-01-01,TRUE,"WP",0,1,66,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",1994,1,1994-01-01,TRUE,"WP",0,3,50,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",1997,1,1997-01-01,TRUE,"WP",0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2000,1,2000-01-01,TRUE,"WP",0,2,75,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2001,1,2001-01-01,TRUE,"WP",0,0,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2002,1,2002-01-01,TRUE,"WP",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2003,1,2003-01-01,TRUE,"WP",0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2004,1,2004-01-01,TRUE,"WP",0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2017,1,2017-01-01,TRUE,"WP",0,47,1106,2,1352,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2010,1,2010-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2011,1,2011-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2012,1,2012-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2013,1,2013-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2014,1,2014-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2015,1,2015-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2016,1,2016-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2018,1,2018-01-01,TRUE,"WP",0,38,1011,6,1887,5,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2019,1,2019-01-01,TRUE,"WP",0,9,855,1,1644,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2020,1,2020-01-01,TRUE,"WP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2021,1,2021-01-01,TRUE,"WP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PW","  ",2022,1,2022-01-01,TRUE,"WP",0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2001,1,2001-01-01,TRUE,"WP",0,0,19,2938,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2002,1,2002-01-01,TRUE,"WP",0,0,237,6876,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2003,1,2003-01-01,TRUE,"WP",0,0,566,18025,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2004,1,2004-01-01,TRUE,"WP",0,0,876,15232,4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2005,1,2005-01-01,TRUE,"WP",0,0,2044,34930,11686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2006,1,2006-01-01,TRUE,"WP",0,0,1879,39993,10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2007,1,2007-01-01,TRUE,"WP",0,0,2340,40878,11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2008,1,2008-01-01,TRUE,"WP",0,0,2782,36782,15990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2009,1,2009-01-01,TRUE,"WP",0,0,3826,58074,14343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2010,1,2010-01-01,TRUE,"WP",0,0,1712,38425,13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2011,1,2011-01-01,TRUE,"WP",0,0,4502,57953,15088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2012,1,2012-01-01,TRUE,"WP",0,0,2545,38246,8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2013,1,2013-01-01,TRUE,"WP",0,0,3625,65255,12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2014,1,2014-01-01,TRUE,"WP",0,0,3864,59149,12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2015,1,2015-01-01,TRUE,"WP",0,0,2449,31306,9481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","CN","  ",2016,1,2016-01-01,TRUE,"WP",0,0,194,9070,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
